Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Cheon, S., Kim, H.M., Gustavsson, M., Lee, S.Y.","Recent trends in metabolic engineering of microorganisms for the production of advanced biofuels",2016,"Current Opinion in Chemical Biology","35",,,"10","21",,9,10.1016/j.cbpa.2016.08.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982306147&doi=10.1016%2fj.cbpa.2016.08.003&partnerID=40&md5=8b4de32a0cb329d0a6ffaf6b5156e590",Review,,Scopus,2-s2.0-84982306147
"Gray, S.B., Brady, S.M.","Plant developmental responses to climate change",2016,"Developmental Biology","419","1",,"64","77",,9,10.1016/j.ydbio.2016.07.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982162258&doi=10.1016%2fj.ydbio.2016.07.023&partnerID=40&md5=3f6e7c90971bb955093e351455aab472",Review,Open Access,Scopus,2-s2.0-84982162258
"Boggs, C.L.","The fingerprints of global climate change on insect populations",2016,"Current Opinion in Insect Science","17",,,"69","73",,9,10.1016/j.cois.2016.07.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982803617&doi=10.1016%2fj.cois.2016.07.004&partnerID=40&md5=81593c564f4345b15a4751aa944af552",Review,,Scopus,2-s2.0-84982803617
"Petrou, K., Kranz, S.A., Trimborn, S., Hassler, C.S., Ameijeiras, S.B., Sackett, O., Ralph, P.J., Davidson, A.T.","Southern Ocean phytoplankton physiology in a changing climate",2016,"Journal of Plant Physiology","203",,,"135","150",,9,10.1016/j.jplph.2016.05.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969674482&doi=10.1016%2fj.jplph.2016.05.004&partnerID=40&md5=f506b4b94959b0ba4a54b847341f7767",Review,,Scopus,2-s2.0-84969674482
"McConkey, K.R., O'Farrill, G.","Loss of seed dispersal before the loss of seed dispersers",2016,"Biological Conservation","201",,,"38","49",,9,10.1016/j.biocon.2016.06.024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977109301&doi=10.1016%2fj.biocon.2016.06.024&partnerID=40&md5=aa396bf5a85bb175b93b71ac122c4498",Review,,Scopus,2-s2.0-84977109301
"Ribeiro, S., Caineta, J., Costa, A.C.","Review and discussion of homogenisation methods for climate data",2016,"Physics and Chemistry of the Earth","94",,,"167","179",,9,10.1016/j.pce.2015.08.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940118088&doi=10.1016%2fj.pce.2015.08.007&partnerID=40&md5=a99cebe0f763820709e734a32e02ebe3",Review,,Scopus,2-s2.0-84940118088
"Mondal, S., Rutkoski, J.E., Velu, G., Singh, P.K., Crespo-Herrera, L.A., Guzman, C., Bhavani, S., Lan, C., He, X., Singh, R.P.","Harnessing diversity in wheat to enhance grain yield, climate resilience, disease and insect pest resistance and nutrition through conventional and modern breeding approaches",2016,"Frontiers in Plant Science","7","JULY2016", 991,"","",,9,10.3389/fpls.2016.00991,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978219603&doi=10.3389%2ffpls.2016.00991&partnerID=40&md5=107e84b4caeaa54507453b876a88a064",Review,,Scopus,2-s2.0-84978219603
"Ficetola, G.F., Maiorano, L.","Contrasting effects of temperature and precipitation change on amphibian phenology, abundance and performance",2016,"Oecologia","181","3",,"683","693",,9,10.1007/s00442-016-3610-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961794706&doi=10.1007%2fs00442-016-3610-9&partnerID=40&md5=8e2f18f697c4b73cb36b999ebca2a439",Review,,Scopus,2-s2.0-84961794706
"Rad, F.M., Fung, A.S.","Solar community heating and cooling system with borehole thermal energy storage - Review of systems",2016,"Renewable and Sustainable Energy Reviews","60",,,"1550","1561",,9,10.1016/j.rser.2016.03.025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961595295&doi=10.1016%2fj.rser.2016.03.025&partnerID=40&md5=5f3c0adfe92af6d6c5cb9fae3d940b42",Review,,Scopus,2-s2.0-84961595295
"Sharifi, A., Yamagata, Y.","Principles and criteria for assessing urban energy resilience: A literature review",2016,"Renewable and Sustainable Energy Reviews","60",,,"1654","1677",,9,10.1016/j.rser.2016.03.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971201209&doi=10.1016%2fj.rser.2016.03.028&partnerID=40&md5=a81f807fc7d5b09e2520dcdd9d8ac64d",Review,Open Access,Scopus,2-s2.0-84971201209
"Hallegatte, S., Rogelj, J., Allen, M., Clarke, L., Edenhofer, O., Field, C.B., Friedlingstein, P., Van Kesteren, L., Knutti, R., Mach, K.J., Mastrandrea, M., Michel, A., Minx, J., Oppenheimer, M., Plattner, G.-K., Riahi, K., Schaeffer, M., Stocker, T.F., Van Vuuren, D.P.","Mapping the climate change challenge",2016,"Nature Climate Change","6","7",,"663","668",,9,10.1038/nclimate3057,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975873234&doi=10.1038%2fnclimate3057&partnerID=40&md5=36d34695bbf62c21662c315945a6ccec",Review,,Scopus,2-s2.0-84975873234
"Evangeliou, N., Balkanski, Y., Hao, W.M., Petkov, A., Silverstein, R.P., Corley, R., Nordgren, B.L., Urbanski, S.P., Eckhardt, S., Stohl, A., Tunved, P., Crepinsek, S., Jefferson, A., Sharma, S., Nøjgaard, J.K., Skov, H.","Wildfires in northern Eurasia affect the budget of black carbon in the Arctic-a 12-year retrospective synopsis (2002-2013)",2016,"Atmospheric Chemistry and Physics","16","12",,"7587","7604",,9,10.5194/acp-16-7587-2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975691025&doi=10.5194%2facp-16-7587-2016&partnerID=40&md5=5cac66fd13e46dc25ac4dadada739d52",Review,,Scopus,2-s2.0-84975691025
"Abbasi, S.A., Tabassum-Abbasi, Abbasi, T.","Impact of wind-energy generation on climate: A rising spectre",2016,"Renewable and Sustainable Energy Reviews","59",,,"1591","1598",,9,10.1016/j.rser.2015.12.262,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957989899&doi=10.1016%2fj.rser.2015.12.262&partnerID=40&md5=1010d3246403e299d02160f52790bfd8",Review,,Scopus,2-s2.0-84957989899
"Hutton, G., Chase, C.","The knowledge base for achieving the sustainable development goal targets on water supply, sanitation and hygiene",2016,"International Journal of Environmental Research and Public Health","13","6", 18,"","",35,9,10.3390/ijerph13060536,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971506881&doi=10.3390%2fijerph13060536&partnerID=40&md5=dd38bbb479f63d7408f635eac4f0c55b",Review,,Scopus,2-s2.0-84971506881
"Mennicken, L., Janz, A., Roth, S.","The German R&amp;D Program for CO<inf>2</inf> Utilization—Innovations for a Green Economy",2016,"Environmental Science and Pollution Research","23","11",,"11386","11392",,9,10.1007/s11356-016-6641-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964336743&doi=10.1007%2fs11356-016-6641-1&partnerID=40&md5=15aaae9cc118c791bfbe3d702a6fae6f",Review,,Scopus,2-s2.0-84964336743
"Müller, F., Rieu, I.","Acclimation to high temperature during pollen development",2016,"Plant Reproduction","29","1-2",,"107","118",,9,10.1007/s00497-016-0282-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962866801&doi=10.1007%2fs00497-016-0282-x&partnerID=40&md5=405e7f736f50f194097a4864117ca0a4",Review,,Scopus,2-s2.0-84962866801
"Catto, J.L.","Extratropical cyclone classification and its use in climate studies",2016,"Reviews of Geophysics","54","2",,"486","520",,9,10.1002/2016RG000519,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978224403&doi=10.1002%2f2016RG000519&partnerID=40&md5=53900b3641cb8f1f427a362ba14ae1cc",Review,,Scopus,2-s2.0-84978224403
"Rai, V., Henry, A.D.","Agent-based modelling of consumer energy choices",2016,"Nature Climate Change","6","6",,"556","562",,9,10.1038/nclimate2967,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971221400&doi=10.1038%2fnclimate2967&partnerID=40&md5=8a4eaba2ac57132bdc5a28cc4b69fe66",Review,,Scopus,2-s2.0-84971221400
"Hansel, N.N., McCormack, M.C., Kim, V.","The Effects of Air Pollution and Temperature on COPD",2016,"COPD: Journal of Chronic Obstructive Pulmonary Disease","13","3",,"372","379",,9,10.3109/15412555.2015.1089846,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950133026&doi=10.3109%2f15412555.2015.1089846&partnerID=40&md5=79608be1808a3c1041e4d0b744d29450",Review,,Scopus,2-s2.0-84950133026
"Amegah, A.K., Rezza, G., Jaakkola, J.J.K.","Temperature-related morbidity and mortality in Sub-Saharan Africa: A systematic review of the empirical evidence",2016,"Environment International","91",,,"133","149",,9,10.1016/j.envint.2016.02.027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959295183&doi=10.1016%2fj.envint.2016.02.027&partnerID=40&md5=9380324e62ebf029e396c296b329c830",Review,,Scopus,2-s2.0-84959295183
"Wang, Z., Han, B., Lu, M.","Measurement of energy rebound effect in households: Evidence from residential electricity consumption in Beijing, China",2016,"Renewable and Sustainable Energy Reviews","58",,,"852","861",,9,10.1016/j.rser.2015.12.179,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954226283&doi=10.1016%2fj.rser.2015.12.179&partnerID=40&md5=ba59f8f568b9934ad4a711d126733bab",Review,,Scopus,2-s2.0-84954226283
"Mwadzingeni, L., Shimelis, H., Dube, E., Laing, M.D., Tsilo, T.J.","Breeding wheat for drought tolerance: Progress and technologies",2016,"Journal of Integrative Agriculture","15","5",,"935","943",,9,10.1016/S2095-3119(15)61102-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966708356&doi=10.1016%2fS2095-3119%2815%2961102-9&partnerID=40&md5=f9dc606d400b56cd0d4e4934d871ed52",Review,Open Access,Scopus,2-s2.0-84966708356
"Savo, V., Lepofsky, D., Benner, J.P., Kohfeld, K.E., Bailey, J., Lertzman, K.","Observations of climate change among subsistence-oriented communities around the world",2016,"Nature Climate Change","6","5",,"462","473",,9,10.1038/nclimate2958,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964969734&doi=10.1038%2fnclimate2958&partnerID=40&md5=bc149beed5f0f924875e9187f2b0a141",Review,,Scopus,2-s2.0-84964969734
"Christie, P., Pietri, D.M., Stevenson, T.C., Pollnac, R., Knight, M., White, A.T.","Improving human and environmental conditions through the Coral Triangle Initiative: Progress and challenges",2016,"Current Opinion in Environmental Sustainability","19",,,"169","181",,9,10.1016/j.cosust.2016.03.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963959686&doi=10.1016%2fj.cosust.2016.03.002&partnerID=40&md5=6c5b7e5de9b6706510193b7a3dd44ca6",Review,,Scopus,2-s2.0-84963959686
"Chambers, L.G., Chin, Y.-P., Filippelli, G.M., Gardner, C.B., Herndon, E.M., Long, D.T., Lyons, W.B., Macpherson, G.L., McElmurry, S.P., McLean, C.E., Moore, J., Moyer, R.P., Neumann, K., Nezat, C.A., Soderberg, K., Teutsch, N., Widom, E.","Developing the scientific framework for urban geochemistry",2016,"Applied Geochemistry","67",,,"1","20",,9,10.1016/j.apgeochem.2016.01.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957867769&doi=10.1016%2fj.apgeochem.2016.01.005&partnerID=40&md5=f124d011e952e8cb406d0fa3913f09bd",Review,,Scopus,2-s2.0-84957867769
"Blagodatsky, S., Xu, J., Cadisch, G.","Carbon balance of rubber (Hevea brasiliensis) plantations: A review of uncertainties at plot, landscape and production level",2016,"Agriculture, Ecosystems and Environment","221",,,"8","19",,9,10.1016/j.agee.2016.01.025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955561301&doi=10.1016%2fj.agee.2016.01.025&partnerID=40&md5=c114d40054e99b821d92856bb3773346",Review,,Scopus,2-s2.0-84955561301
"Mafongoya, P., Rusinamhodzi, L., Siziba, S., Thierfelder, C., Mvumi, B.M., Nhau, B., Hove, L., Chivenge, P.","Maize productivity and profitability in Conservation Agriculture systems across agro-ecological regions in Zimbabwe: A review of knowledge and practice",2016,"Agriculture, Ecosystems and Environment","220",,,"211","225",,9,10.1016/j.agee.2016.01.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955095292&doi=10.1016%2fj.agee.2016.01.017&partnerID=40&md5=14ede04dccb2e22194cff9930f9fca29",Review,,Scopus,2-s2.0-84955095292
"Boboescu, I.Z., Gherman, V.D., Lakatos, G., Pap, B., Bíró, T., Maróti, G.","Surpassing the current limitations of biohydrogen production systems: The case for a novel hybrid approach",2016,"Bioresource Technology","204",,,"192","201",,9,10.1016/j.biortech.2015.12.083,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958928771&doi=10.1016%2fj.biortech.2015.12.083&partnerID=40&md5=84dac8f8ee3e0402c00e7bec061f9b06",Review,,Scopus,2-s2.0-84958928771
"Instanes, A., Kokorev, V., Janowicz, R., Bruland, O., Sand, K., Prowse, T.","Changes to freshwater systems affecting Arctic infrastructure and natural resources",2016,"Journal of Geophysical Research G: Biogeosciences","121","3",,"567","585",,9,10.1002/2015JG003125,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962732148&doi=10.1002%2f2015JG003125&partnerID=40&md5=6feb6f68590c0ae66636a9512ab57ce9",Review,,Scopus,2-s2.0-84962732148
"Tape, K.D., Christie, K., Carroll, G., O'Donnell, J.A.","Novel wildlife in the Arctic: The influence of changing riparian ecosystems and shrub habitat expansion on snowshoe hares",2016,"Global Change Biology","22","1",,"208","219",,9,10.1111/gcb.13058,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954368569&doi=10.1111%2fgcb.13058&partnerID=40&md5=d6381ea51b744b7a6919f4fe1c18623c",Review,,Scopus,2-s2.0-84954368569
"Zhang, C., Filella, I., Garbulsky, M.F., Peñuelas, J.","Affecting factors and recent improvements of the photochemical reflectance index (pri) for remotely sensing foliar, canopy and ecosystemic radiation-use efficiencies",2016,"Remote Sensing","8","9", 677,"","",,9,10.3390/rs8090677,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016031123&doi=10.3390%2frs8090677&partnerID=40&md5=1b7120ff46c18f8767884324fd5c93d9",Review,,Scopus,2-s2.0-85016031123
"Thieken, A.H., Kienzler, S., Kreibich, H., Kuhlicke, C., Kunz, M., Mühr, B., Müller, M., Otto, A., Petrow, T., Pisi, S., Schröter, K.","Review of the flood risk management system in Germany after the major flood in 2013",2016,"Ecology and Society","21","2", 51,"","",,9,10.5751/ES-08547-210251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978842995&doi=10.5751%2fES-08547-210251&partnerID=40&md5=1b8456b47bc4a29c1f69e2f28b52094b",Review,,Scopus,2-s2.0-84978842995
"Rathi, D., Gayen, D., Gayali, S., Chakraborty, S., Chakraborty, N.","Legume proteomics: Progress, prospects, and challenges",2016,"Proteomics","16","2",,"310","327",,9,10.1002/pmic.201500257,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956575735&doi=10.1002%2fpmic.201500257&partnerID=40&md5=a78f99de610f04192eb4a4b8a9f95b33",Review,,Scopus,2-s2.0-84956575735
"Moate, P.J., Deighton, M.H., Williams, S.R.O., Pryce, J.E., Hayes, B.J., Jacobs, J.L., Eckard, R.J., Hannah, M.C., Wales, W.J.","Reducing the carbon footprint of Australian milk production by mitigation of enteric methane emissions",2016,"Animal Production Science","56","7",,"1017","1034",,9,10.1071/AN15222,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971476717&doi=10.1071%2fAN15222&partnerID=40&md5=dfca46f3ec16a575c090983c805cbe4c",Review,,Scopus,2-s2.0-84971476717
"Ringsmuth, A.K., Landsberg, M.J., Hankamer, B.","Can photosynthesis enable a global transition from fossil fuels to solar fuels, to mitigate climate change and fuel-supply limitations?",2016,"Renewable and Sustainable Energy Reviews","62",,,"134","163",,9,10.1016/j.rser.2016.04.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979914208&doi=10.1016%2fj.rser.2016.04.016&partnerID=40&md5=d5531e23ea8ddcbf397f6572195fefb6",Review,,Scopus,2-s2.0-84979914208
"Verma, A., Bhatia, S.","A policy framework for health systems to promote triple aim innovation",2016,"Healthcare Papers","15","3",,"9","23",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961591623&partnerID=40&md5=d671afa88d2ed73bf33aa631caa8a171",Review,,Scopus,2-s2.0-84961591623
"Bouma, J.A., Hegde, S.S., Lasage, R.","Assessing the returns to water harvesting: A meta-analysis",2016,"Agricultural Water Management","163",,,"100","109",,9,10.1016/j.agwat.2015.08.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942540421&doi=10.1016%2fj.agwat.2015.08.012&partnerID=40&md5=676c46cd6c62af4a0aaed321c3a02175",Review,,Scopus,2-s2.0-84942540421
"Burd, A.B., Frey, S., Cabre, A., Ito, T., Levine, N.M., Lønborg, C., Long, M., Mauritz, M., Thomas, R.Q., Stephens, B.M., Vanwalleghem, T., Zeng, N.","Terrestrial and marine perspectives on modeling organic matter degradation pathways",2016,"Global Change Biology","22","1",,"121","136",,9,10.1111/gcb.12987,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954102177&doi=10.1111%2fgcb.12987&partnerID=40&md5=ece8c9c1be6fe26456974ae072b8b930",Review,,Scopus,2-s2.0-84954102177
"Fielding, K.S., Hornsey, M.J.","A social identity analysis of climate change and environmental attitudes and behaviors: Insights and opportunities",2016,"Frontiers in Psychology","7","FEB", 00121,"","",,9,10.3389/fpsyg.2016.00121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971516908&doi=10.3389%2ffpsyg.2016.00121&partnerID=40&md5=60a75e1370f120db3012e98d4590e29f",Review,,Scopus,2-s2.0-84971516908
"D'Alpoim Guedes, J.A., Crabtree, S.A., Bocinsky, R.K., Kohler, T.A.","Twenty-first century approaches to ancient problems: Climate and society",2016,"Proceedings of the National Academy of Sciences of the United States of America","113","51",,"14483","14491",,8,10.1073/pnas.1616188113,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006335494&doi=10.1073%2fpnas.1616188113&partnerID=40&md5=b085f60584e57802be2ee3b4ad557f73",Review,,Scopus,2-s2.0-85006335494
"Oppenheimer, M., Alley, R.B.","How high will the seas rise?",2016,"Science","354","6318",,"1375","1377",,8,10.1126/science.aak9460,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006314079&doi=10.1126%2fscience.aak9460&partnerID=40&md5=7d5d8f03e1be5eda6012525c2bfd37f7",Review,,Scopus,2-s2.0-85006314079
"Laghari, M., Naidu, R., Xiao, B., Hu, Z., Mirjat, M.S., Hu, M., Kandhro, M.N., Chen, Z., Guo, D., Jogi, Q., Abudi, Z.N., Fazal, S.","Recent developments in biochar as an effective tool for agricultural soil management: a review",2016,"Journal of the Science of Food and Agriculture","96","15",,"4840","4849",,8,10.1002/jsfa.7753,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971483465&doi=10.1002%2fjsfa.7753&partnerID=40&md5=18cb51732690d8b2d5010ff414de78a3",Review,,Scopus,2-s2.0-84971483465
"Campbell, B.M., Corner-Dolloff, C., Girvetz, E., Loboguerrero, A.M., Ramirez-Villegas, J.","Reducing risks to food security from climate change",2016,"Global Food Security","11",,,"34","43",,8,10.1016/j.gfs.2016.06.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977675385&doi=10.1016%2fj.gfs.2016.06.002&partnerID=40&md5=07c9378446ee021875daf9754556628d",Review,Open Access,Scopus,2-s2.0-84977675385
"James, R.H., Bousquet, P., Bussmann, I., Haeckel, M., Kipfer, R., Leifer, I., Niemann, H., Ostrovsky, I., Piskozub, J., Rehder, G., Treude, T., Vielstädte, L., Greinert, J.","Effects of climate change on methane emissions from seafloor sediments in the Arctic Ocean: A review",2016,"Limnology and Oceanography","61",,,"S283","S299",,8,10.1002/lno.10307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969916874&doi=10.1002%2flno.10307&partnerID=40&md5=d4fefe5165f3933d87f89c0c3296a928",Review,,Scopus,2-s2.0-84969916874
"McCright, A.M., Marquart-Pyatt, S.T., Shwom, R.L., Brechin, S.R., Allen, S.","Ideology, capitalism, and climate: Explaining public views about climate change in the United States",2016,"Energy Research and Social Science","21",,,"180","189",,8,10.1016/j.erss.2016.08.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982217656&doi=10.1016%2fj.erss.2016.08.003&partnerID=40&md5=678d6f8f741813b27e73b022c5308f00",Review,,Scopus,2-s2.0-84982217656
"Chavarriaga-Aguirre, P., Brand, A., Medina, A., Prías, M., Escobar, R., Martinez, J., Díaz, P., López, C., Roca, W.M., Tohme, J.","The potential of using biotechnology to improve cassava: a review",2016,"In Vitro Cellular and Developmental Biology - Plant","52","5",,"461","478",,8,10.1007/s11627-016-9776-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982111722&doi=10.1007%2fs11627-016-9776-3&partnerID=40&md5=90bd2f235461265c72493e1fa3e1e166",Review,,Scopus,2-s2.0-84982111722
"Dill, H.G.","Kaolin: Soil, rock and ore: From the mineral to the magmatic, sedimentary and metamorphic environments",2016,"Earth-Science Reviews","161",,,"16","129",,8,10.1016/j.earscirev.2016.07.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982217635&doi=10.1016%2fj.earscirev.2016.07.003&partnerID=40&md5=51757f6490738e1d22abe7a2359f048a",Review,,Scopus,2-s2.0-84982217635
"Oliveras, I., Malhi, Y.","Many shades of green: The dynamic tropical forest–savannah transition zones",2016,"Philosophical Transactions of the Royal Society B: Biological Sciences","371","1703", 20150308,"","",15,8,10.1098/rstb.2015.0308,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982956365&doi=10.1098%2frstb.2015.0308&partnerID=40&md5=b5f5243a77bfa8d1586e82b6c125c19f",Review,,Scopus,2-s2.0-84982956365
"Faraji, A., Unlu, I.","The Eye of the Tiger, the Thrill of the Fight: Effective Larval and Adult Control Measures Against the Asian Tiger Mosquito, Aedes albopictus (Diptera: Culicidae), in North America",2016,"Journal of Medical Entomology","53","5",,"1029","1047",,8,10.1093/jme/tjw096,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987619229&doi=10.1093%2fjme%2ftjw096&partnerID=40&md5=0e2b4af097ca35485a240c0435203105",Review,,Scopus,2-s2.0-84987619229
"Smerdon, J.E., Pollack, H.N.","Reconstructing Earth's surface temperature over the past 2000 years: the science behind the headlines",2016,"Wiley Interdisciplinary Reviews: Climate Change","7","5",,"746","771",,8,10.1002/wcc.418,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976904437&doi=10.1002%2fwcc.418&partnerID=40&md5=5bcb14f47cb240d4a991655b36d7b169",Review,,Scopus,2-s2.0-84976904437
"Fady, B., Aravanopoulos, F.A., Alizoti, P., Mátyás, C., von Wühlisch, G., Westergren, M., Belletti, P., Cvjetkovic, B., Ducci, F., Huber, G., Kelleher, C.T., Khaldi, A., Kharrat, M.B.D., Kraigher, H., Kramer, K., Mühlethaler, U., Peric, S., Perry, A., Rousi, M., Sbay, H., Stojnic, S., Tijardovic, M., Tsvetkov, I., Varela, M.C., Vendramin, G.G., Zlatanov, T.","Evolution-based approach needed for the conservation and silviculture of peripheral forest tree populations",2016,"Forest Ecology and Management","375",,,"66","75",,8,10.1016/j.foreco.2016.05.015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969522918&doi=10.1016%2fj.foreco.2016.05.015&partnerID=40&md5=ff88a7e1445c2eaee6a819234c4135a9",Review,,Scopus,2-s2.0-84969522918
"Chai, X., Tonjes, D.J., Mahajan, D.","Methane emissions as energy reservoir: Context, scope, causes and mitigation strategies",2016,"Progress in Energy and Combustion Science","56",,,"33","70",,8,10.1016/j.pecs.2016.05.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976300028&doi=10.1016%2fj.pecs.2016.05.001&partnerID=40&md5=4068afaec9632a6870aff622b70ba973",Review,,Scopus,2-s2.0-84976300028
"Rao, Z., Li, Y., Zhang, J., Jia, G., Chen, F.","Investigating the long-term palaeoclimatic controls on the δD and δ18O of precipitation during the Holocene in the Indian and East Asian monsoonal regions",2016,"Earth-Science Reviews","159",,,"292","305",,8,10.1016/j.earscirev.2016.06.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975296896&doi=10.1016%2fj.earscirev.2016.06.007&partnerID=40&md5=a3537d2bc8d737cb274190d87ade3d1c",Review,,Scopus,2-s2.0-84975296896
"Williams, C.A., Gu, H., MacLean, R., Masek, J.G., Collatz, G.J.","Disturbance and the carbon balance of US forests: A quantitative review of impacts from harvests, fires, insects, and droughts",2016,"Global and Planetary Change","143",,,"66","80",,8,10.1016/j.gloplacha.2016.06.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973484105&doi=10.1016%2fj.gloplacha.2016.06.002&partnerID=40&md5=6b4f52ba0c064a869d3b5576261aecac",Review,,Scopus,2-s2.0-84973484105
"Lam, P.T.I., Law, A.O.K.","Crowdfunding for renewable and sustainable energy projects: An exploratory case study approach",2016,"Renewable and Sustainable Energy Reviews","60",,,"11","20",,8,10.1016/j.rser.2016.01.046,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957011016&doi=10.1016%2fj.rser.2016.01.046&partnerID=40&md5=6413683736c6796bf1e1065179d42817",Review,,Scopus,2-s2.0-84957011016
"Whitfield, S.M., Lips, K.R., Donnelly, M.A.","Amphibian Decline and Conservation in Central America",2016,"Copeia","104","2",,"351","379",,8,10.1643/CH-15-300,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974785080&doi=10.1643%2fCH-15-300&partnerID=40&md5=6fa82c382c6f04e5aca1357177a6f4d5",Review,,Scopus,2-s2.0-84974785080
"Srivastava, A.K., Penna, S., Nguyen, D.V., Tran, L.-S.P.","Multifaceted roles of aquaporins as molecular conduits in plant responses to abiotic stresses",2016,"Critical Reviews in Biotechnology","36","3",,"389","398",,8,10.3109/07388551.2014.973367,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962619164&doi=10.3109%2f07388551.2014.973367&partnerID=40&md5=00ff0bd85742e22016d893ca38b93bb8",Review,,Scopus,2-s2.0-84962619164
"Lacoue-Labarthe, T., Nunes, P.A.L.D., Ziveri, P., Cinar, M., Gazeau, F., Hall-Spencer, J.M., Hilmi, N., Moschella, P., Safa, A., Sauzade, D., Turley, C.","Impacts of ocean acidification in a warming Mediterranean Sea: An overview",2016,"Regional Studies in Marine Science","5",,,"1","11",,8,10.1016/j.rsma.2015.12.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954167556&doi=10.1016%2fj.rsma.2015.12.005&partnerID=40&md5=5635ea7eec1193ae8b849f8d4eac6c31",Review,,Scopus,2-s2.0-84954167556
"Rao, P.P., Hegde, N.R., Reddy, Y.N., Krishnajyothi, Y., Reddy, Y.V., Susmitha, B., Gollapalli, S.R., Putty, K., Reddy, G.H.","Epidemiology of Bluetongue in India",2016,"Transboundary and Emerging Diseases","63","2",,"e151","e164",,8,10.1111/tbed.12258,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959279018&doi=10.1111%2ftbed.12258&partnerID=40&md5=9627dce6eac662e1be7b20c44aa4f55b",Review,,Scopus,2-s2.0-84959279018
"Cools, J., Innocenti, D., O'Brien, S.","Lessons from flood early warning systems",2016,"Environmental Science and Policy","58",,,"117","122",,8,10.1016/j.envsci.2016.01.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956649234&doi=10.1016%2fj.envsci.2016.01.006&partnerID=40&md5=c154ea32ffff06f0fba17708bcadd360",Review,,Scopus,2-s2.0-84956649234
